EMAP ID	TS	EMAP TERM NAME	EMAPA ID	EMAPA TERM NAME
477	TS13 	rhombomere 04 floor plate	16302	rhombomere 04 floor plate
478	TS13 	rhombomere 04 neural fold	16303	rhombomere 04 neural fold
479	TS13 	rhombomere 04 neural crest	16304	rhombomere 04 neural crest
480	TS13 	rhombomere 05	16305	rhombomere 05
481	TS13 	rhombomere 05 floor plate	16306	rhombomere 05 floor plate
482	TS13 	rhombomere 05 neural fold	16307	rhombomere 05 neural fold
483	TS13 	rhombomere 05 neural crest	16308	rhombomere 05 neural crest
484	TS13 	rhombomere 01 neural crest	16309	rhombomere 01 neural crest
485	TS13 	future spinal cord	16092	future spinal cord
486	TS13 	neural plate	16095	neural plate
487	TS13 	future spinal cord neural fold	16162	future spinal cord neural fold
488	TS13 	future spinal cord neural crest	16163	future spinal cord neural crest
489	TS13 	neural tube	16164	neural tube
490	TS13 	future spinal cord floor plate	16165	future spinal cord floor plate
491	TS13 	future spinal cord lateral wall	16166	future spinal cord lateral wall
492	TS13 	future spinal cord neural lumen	16167	future spinal cord neural lumen
493	TS13 	future spinal cord neural luminal occlusion	16310	future spinal cord neural luminal occlusion
494	TS13 	future spinal cord roof plate	16168	future spinal cord roof plate
495	TS13 	surface ectoderm	16096	surface ectoderm
496	TS13 	mesenchyme	16097	mesenchyme
497	TS13 	head mesenchyme	16098	head mesenchyme
498	TS13 	mesenchyme derived from head mesoderm	16099	mesenchyme derived from head mesoderm
499	TS13 	head mesenchyme derived from neural crest	16169	head mesenchyme derived from neural crest
500	TS13 	facial neural crest	16311	facial neural crest
501	TS13 	facio-acoustic neural crest	16312	facio-acoustic neural crest
502	TS13 	trigeminal neural crest	16170	trigeminal neural crest
503	TS13 	head paraxial mesenchyme	16171	head paraxial mesenchyme
504	TS13 	head somite group	16172	head somite group
505	TS13 	somite 01	16173	somite 01
506	TS13 	somite 02	16174	somite 02
507	TS13 	somite 03	16175	somite 03
508	TS13 	somite 04	16176	somite 04
509	TS13 	trunk mesenchyme	16177	trunk mesenchyme
510	TS13 	intermediate mesoderm	16178	intermediate mesoderm
511	TS13 	lateral plate mesenchyme	16179	lateral plate mesenchyme
512	TS13 	somatopleure	16180	somatopleure
513	TS13 	splanchnopleure	16181	splanchnopleure
514	TS13 	trunk paraxial mesenchyme	16183	trunk paraxial mesenchyme
515	TS13 	trunk somite group	16184	trunk somite group
516	TS13 	somite 05	16185	somite 05
517	TS13 	somite 06	16186	somite 06
518	TS13 	somite 07	16187	somite 07
519	TS13 	somite 08	16188	somite 08
520	TS13 	somite 09	16313	somite 09
521	TS13 	somite 10	16314	somite 10
522	TS13 	somite 11	16315	somite 11
523	TS13 	somite 12	16316	somite 12
524	TS13 	somite 13	16317	somite 13
525	TS13 	unsegmented mesenchyme	16189	unsegmented mesenchyme
526	TS13 	primordial germ cells	16190	primordial germ cells
527	TS13 	septum transversum	16318	septum transversum
528	TS13 	septum transversum hepatic component	16319	septum transversum hepatic component
529	TS13 	septum transversum non-hepatic component	16320	septum transversum non-hepatic component
530	TS13 	trunk mesenchyme derived from neural crest	16321	trunk mesenchyme derived from neural crest
531	TS13 	notochord	16191	notochord
532	TS13 	notochordal plate	16101	notochordal plate
533	TS13 	organ system	16103	organ system
534	TS13 	sensory organ	16192	sensory organ
535	TS13 	ear	16193	ear
536	TS13 	inner ear	16194	inner ear
537	TS13 	otic placode	16195	otic placode
538	TS13 	otic placode associated mesenchyme	16196	otic placode associated mesenchyme
539	TS13 	otic placode epithelium	16197	otic placode epithelium
540	TS13 	eye	16198	eye
541	TS13 	optic eminence	16322	optic eminence
542	TS13 	optic eminence ectoderm	16323	optic eminence ectoderm
543	TS13 	optic eminence mesenchyme	16324	optic eminence mesenchyme
544	TS13 	optic pit	16325	optic pit
545	TS13 	optic pit neural ectoderm	16326	optic pit neural ectoderm
546	TS13 	cardiovascular system	16104	cardiovascular system
547	TS13 	arterial system	16201	arterial system
550	TS13 	dorsal aorta	16204	dorsal aorta
551	TS13 	common dorsal aorta	16327	common dorsal aorta
552	TS13 	left dorsal aorta	16205	left dorsal aorta
553	TS13 	right dorsal aorta	16206	right dorsal aorta
554	TS13 	internal carotid artery	16328	internal carotid artery
555	TS13 	left internal carotid artery	16329	left internal carotid artery
556	TS13 	right internal carotid artery	16330	right internal carotid artery
557	TS13 	umbilical artery embryonic part	16331	umbilical artery embryonic part
558	TS13 	vitelline artery	16207	vitelline artery
559	TS13 	blood	16332	blood
560	TS13 	heart	16105	heart
561	TS13 	bulbus cordis	16333	bulbus cordis
562	TS13 	bulbus cordis caudal half	16334	bulbus cordis caudal half
563	TS13 	bulbus cordis caudal half cardiac jelly	16335	bulbus cordis caudal half cardiac jelly
564	TS13 	bulbus cordis caudal half endocardial tube	16336	bulbus cordis caudal half endocardial tube
565	TS13 	bulbus cordis caudal half cardiac muscle	16337	bulbus cordis caudal half cardiac muscle
566	TS13 	bulbus cordis rostral half	16338	bulbus cordis rostral half
567	TS13 	bulbus cordis rostral half cardiac jelly	16339	bulbus cordis rostral half cardiac jelly
568	TS13 	bulbus cordis rostral half endocardial tube	16340	bulbus cordis rostral half endocardial tube
569	TS13 	bulbus cordis rostral half cardiac muscle	16341	bulbus cordis rostral half cardiac muscle
570	TS13 	common atrial chamber	16342	common atrial chamber
571	TS13 	common atrial chamber cardiac jelly	16343	common atrial chamber cardiac jelly
572	TS13 	common atrial chamber endocardial tube	16344	common atrial chamber endocardial tube
573	TS13 	common atrial chamber cardiac muscle	16345	common atrial chamber cardiac muscle
574	TS13 	heart mesentery	16212	heart mesentery
575	TS13 	dorsal mesocardium	16213	dorsal mesocardium
576	TS13 	transverse pericardial sinus	16214	transverse pericardial sinus
577	TS13 	outflow tract	16346	outflow tract
578	TS13 	outflow tract cardiac jelly	16347	outflow tract cardiac jelly
579	TS13 	outflow tract endocardial tube	16348	outflow tract endocardial tube
580	TS13 	outflow tract mesenchyme	16349	outflow tract mesenchyme
581	TS13 	primitive ventricle	16350	primitive ventricle
582	TS13 	primitive ventricle cardiac jelly	16351	primitive ventricle cardiac jelly
583	TS13 	primitive ventricle endocardial tube	16352	primitive ventricle endocardial tube
584	TS13 	primitive ventricle cardiac muscle	16353	primitive ventricle cardiac muscle
585	TS13 	sinus venosus	16237	sinus venosus
586	TS13 	sinus venosus left horn	16238	sinus venosus left horn
587	TS13 	sinus venosus right horn	16239	sinus venosus right horn
588	TS13 	venous system	16240	venous system
589	TS13 	cardinal vein	16354	cardinal vein
590	TS13 	anterior cardinal vein	16355	anterior cardinal vein
591	TS13 	common cardinal vein	16356	common cardinal vein
592	TS13 	posterior cardinal vein	16357	posterior cardinal vein
593	TS13 	primary head vein	16242	primary head vein
594	TS13 	umbilical vein embryonic part	16243	umbilical vein embryonic part
595	TS13 	left umbilical vein embryonic part	16358	left umbilical vein embryonic part
596	TS13 	right umbilical vein embryonic part	16359	right umbilical vein embryonic part
597	TS13 	vitelline vein embryonic part	16244	vitelline vein embryonic part
598	TS13 	visceral organ	16245	visceral organ
599	TS13 	alimentary system	16246	alimentary system
600	TS13 	gut	16247	gut
601	TS13 	foregut diverticulum	16248	foregut diverticulum
602	TS13 	foregut diverticulum associated mesenchyme	16249	foregut diverticulum associated mesenchyme
603	TS13 	foregut diverticulum endoderm	16250	foregut diverticulum endoderm
604	TS13 	foregut diverticulum gland	16360	foregut diverticulum gland
605	TS13 	thyroid primordium	16361	thyroid primordium
606	TS13 	thyroid primordium associated mesenchyme	16362	thyroid primordium associated mesenchyme
607	TS13 	foregut-midgut junction	16363	foregut-midgut junction
608	TS13 	foregut-midgut junction associated mesenchyme	16364	foregut-midgut junction associated mesenchyme
609	TS13 	foregut-midgut junction mesentery	16365	foregut-midgut junction mesentery
610	TS13 	foregut-midgut junction dorsal mesentery	16366	foregut-midgut junction dorsal mesentery
611	TS13 	hindgut diverticulum	16251	hindgut diverticulum
612	TS13 	hindgut diverticulum associated mesenchyme	16252	hindgut diverticulum associated mesenchyme
613	TS13 	hindgut diverticulum endoderm	16253	hindgut diverticulum endoderm
614	TS13 	midgut	16255	midgut
615	TS13 	midgut associated mesenchyme	16256	midgut associated mesenchyme
616	TS13 	midgut endoderm	16257	midgut endoderm
617	TS13 	mouth-foregut junction	16258	mouth-foregut junction
618	TS13 	buccopharyngeal membrane	16259	buccopharyngeal membrane
619	TS13 	buccopharyngeal membrane ectoderm	16260	buccopharyngeal membrane ectoderm
620	TS13 	buccopharyngeal membrane endoderm	16261	buccopharyngeal membrane endoderm
621	TS13 	oral region	16262	oral region
622	TS13 	stomatodaeum	16263	stomatodaeum
623	TS13 	genitourinary system	16367	genitourinary system
624	TS13 	nephric cord	16368	nephric cord
625	TS13 	presumptive nephric duct	16369	presumptive nephric duct
626	TS13 	primitive streak	16072	primitive streak
627	TS13 	extraembryonic component	16042	extraembryonic component
628	TS13 	extraembryonic vascular system	16370	extraembryonic vascular system
629	TS13 	extraembryonic arterial system	16371	extraembryonic arterial system
630	TS13 	umbilical artery extraembryonic part	16372	umbilical artery extraembryonic part
631	TS13 	common umbilical artery	16373	common umbilical artery
632	TS13 	extraembryonic venous system	16374	extraembryonic venous system
633	TS13 	umbilical vein extraembryonic part	16375	umbilical vein extraembryonic part
634	TS13 	common umbilical vein	16376	common umbilical vein
635	TS13 	left umbilical vein extraembryonic part	16377	left umbilical vein extraembryonic part
636	TS13 	right umbilical vein extraembryonic part	16378	right umbilical vein extraembryonic part
637	TS13 	vitelline vein extraembryonic part	16379	vitelline vein extraembryonic part
638	TS13 	left vitelline vein extraembryonic part	16380	left vitelline vein extraembryonic part
639	TS13 	right vitelline vein extraembryonic part	16381	right vitelline vein extraembryonic part
640	TS14 	embryo	16039	embryo
641	TS14 	branchial arch	16117	branchial arch
642	TS14 	1st branchial arch	16118	1st branchial arch
643	TS14 	1st branchial groove	16119	1st branchial groove
644	TS14 	1st branchial groove ectoderm	16120	1st branchial groove ectoderm
645	TS14 	1st branchial membrane	16121	1st branchial membrane
646	TS14 	1st branchial membrane ectoderm	16122	1st branchial membrane ectoderm
647	TS14 	1st branchial membrane endoderm	16123	1st branchial membrane endoderm
648	TS14 	1st branchial pouch	16124	1st branchial pouch
649	TS14 	1st branchial pouch endoderm	16125	1st branchial pouch endoderm
650	TS14 	1st branchial arch ectoderm	16126	1st branchial arch ectoderm
651	TS14 	1st branchial arch endoderm	16127	1st branchial arch endoderm
652	TS14 	1st branchial arch mesenchyme	16128	1st branchial arch mesenchyme
653	TS14 	1st branchial arch mesenchyme derived from head mesoderm	16130	1st branchial arch mesenchyme derived from head mesoderm
654	TS14 	1st branchial arch mesenchyme derived from neural crest	16129	1st branchial arch mesenchyme derived from neural crest
655	TS14 	1st branchial arch mandibular component	16382	1st branchial arch mandibular component
656	TS14 	1st branchial arch mandibular component ectoderm	16383	1st branchial arch mandibular component ectoderm
657	TS14 	1st branchial arch mandibular component endoderm	16384	1st branchial arch mandibular component endoderm
658	TS14 	1st branchial arch mandibular component mesenchyme	16385	1st branchial arch mandibular component mesenchyme
659	TS14 	1st branchial arch mandibular component mesenchyme derived from head mesoderm	16386	1st branchial arch mandibular component mesenchyme derived from head mesoderm
660	TS14 	1st branchial arch mandibular component mesenchyme derived from neural crest	16387	1st branchial arch mandibular component mesenchyme derived from neural crest
661	TS14 	1st branchial arch maxillary component	16388	1st branchial arch maxillary component
662	TS14 	1st branchial arch maxillary component ectoderm	16389	1st branchial arch maxillary component ectoderm
663	TS14 	1st branchial arch maxillary component endoderm	16390	1st branchial arch maxillary component endoderm
664	TS14 	1st branchial arch maxillary component mesenchyme	16391	1st branchial arch maxillary component mesenchyme
665	TS14 	1st branchial arch maxillary component mesenchyme derived from head mesoderm	16392	1st branchial arch maxillary component mesenchyme derived from head mesoderm
666	TS14 	1st branchial arch maxillary component mesenchyme derived from neural crest	16393	1st branchial arch maxillary component mesenchyme derived from neural crest
667	TS14 	1st branchial arch maxillary-mandibular groove	16394	1st branchial arch maxillary-mandibular groove
668	TS14 	1st branchial arch maxillary-mandibular groove ectoderm	16395	1st branchial arch maxillary-mandibular groove ectoderm
669	TS14 	2nd branchial arch	16272	2nd branchial arch
670	TS14 	2nd branchial groove	16396	2nd branchial groove
671	TS14 	2nd branchial groove ectoderm	16397	2nd branchial groove ectoderm
672	TS14 	2nd branchial membrane	16273	2nd branchial membrane
673	TS14 	2nd branchial membrane ectoderm	16398	2nd branchial membrane ectoderm
674	TS14 	2nd branchial membrane endoderm	16274	2nd branchial membrane endoderm
675	TS14 	2nd branchial pouch	16275	2nd branchial pouch
676	TS14 	2nd branchial pouch endoderm	16276	2nd branchial pouch endoderm
677	TS14 	2nd branchial arch ectoderm	16277	2nd branchial arch ectoderm
678	TS14 	2nd branchial arch endoderm	16278	2nd branchial arch endoderm
679	TS14 	2nd branchial arch mesenchyme	16279	2nd branchial arch mesenchyme
680	TS14 	2nd branchial arch mesenchyme derived from head mesoderm	16280	2nd branchial arch mesenchyme derived from head mesoderm
681	TS14 	2nd branchial arch mesenchyme derived from neural crest	16281	2nd branchial arch mesenchyme derived from neural crest
682	TS14 	3rd branchial arch	16399	3rd branchial arch
683	TS14 	3rd branchial arch ectoderm	16400	3rd branchial arch ectoderm
684	TS14 	3rd branchial arch endoderm	16401	3rd branchial arch endoderm
685	TS14 	3rd branchial arch mesenchyme	16402	3rd branchial arch mesenchyme
686	TS14 	3rd branchial arch mesenchyme derived from head mesoderm	16403	3rd branchial arch mesenchyme derived from head mesoderm
687	TS14 	3rd branchial arch mesenchyme derived from neural crest	16404	3rd branchial arch mesenchyme derived from neural crest
688	TS14 	cavities and their linings	16060	cavities and their linings
689	TS14 	intraembryonic coelom	16088	intraembryonic coelom
690	TS14 	intraembryonic coelom pericardial component	16131	intraembryonic coelom pericardial component
691	TS14 	pericardial component cavity	16132	pericardial component cavity
692	TS14 	pericardial component mesothelium	16133	pericardial component mesothelium
693	TS14 	pericardio-peritoneal canal	16282	pericardio-peritoneal canal
694	TS14 	pericardio-peritoneal canal cavity	16283	pericardio-peritoneal canal cavity
